PDB,SET,pK
4loi,Train,6.77
4loo,Train,8.15
4lop,Train,8.15
4loq,Train,8.15
4lov,Train,7.77
4loy,Train,8.09
4lp6,Train,8.27
4lpf,Train,3.51
4lpg,Train,4.25
4lph,Train,5.04
4lps,Train,5.74
4lrh,Train,9.72
4lrr,Train,5.22
4lsj,Train,9.57
4luo,Train,3.24
4luv,Train,2.85
4luz,Train,4.7
4lvt,Train,10.36
4lw1,Train,3.15
4lwc,Train,6.72
4lxd,Train,7.23
4lxz,Train,6.74
4ly1,Train,7.26
4ly9,Train,8.15
4lys,Train,4.34
4lyw,Train,6.63
4lzr,Train,4.7
4lzs,Test,4.8
4m0e,Train,6.22
4m0f,Train,8.77
4m0r,Train,5.21
4m0y,Test,6.46
4m0z,Test,5.19
4m12,Train,6.05
4m13,Train,6.7
4m14,Train,6.7
4m1d,Train,7.64
4m2r,Train,8.49
4m2u,Train,8.04
4m2v,Train,7.44
4m2w,Train,7.28
4m3p,Train,5.4
4m48,Train,6.81
4m5g,Train,5.01
4m5h,Train,4.54
4m5i,Train,5.17
4m5j,Train,4.84
4m5k,Train,5.23
4m5l,Train,4.72
4m5m,Train,4.74
4m5n,Train,5.12
4m6u,Train,2.74
4m7c,Train,6.12
4m7j,Train,6.11
4m8e,Train,7.89
4m8h,Train,7.6
4m8x,Train,10.2
4m8y,Train,9.96
4mbp,Train,5.64
4mc1,Train,7.85
4mc2,Train,8.19
4mc6,Train,9.59
4mc9,Train,9.44
4mdn,Train,6.22
4mdq,Train,5.92
4mdr,Train,4.39
4mf0,Train,8.08
4mf1,Train,9.15
4mfe,Train,2.27
4mg5,Train,5.34
4mg6,Train,5.62
4mg7,Train,6.36
4mg8,Train,6.48
4mg9,Train,5.68
4mga,Train,5.86
4mgb,Train,5.44
4mgc,Train,6.32
4mgd,Test,4.69
4mho,Train,5.08
4mhs,Train,5.29
4mhy,Train,6.47
4mhz,Train,6.87
4mi3,Train,4.12
4mi6,Train,4.31
4mi9,Train,3.42
4mic,Train,5.3
4mji,Train,4.09
4mjo,Train,6.22
4mjp,Train,3.88
4mjq,Train,3.71
4mjr,Train,3.55
4mlt,Train,2.85
4mlx,Train,3.19
4mm4,Train,6.37
4mm7,Train,3.63
4mm9,Train,5.68
4mme,Test,6.5
4mmf,Train,6.53
4mmm,Train,3.82
4mmp,Train,7.71
4mn3,Train,5.75
4mnp,Train,7.34
4mnq,Train,4.43
4mnw,Train,5.76
4mnx,Train,4.75
4mny,Train,5.71
4mo4,Train,4.22
4mo8,Train,8.0
4mp2,Train,5.45
4mp7,Train,5.74
4mpc,Train,6.15
4mpe,Train,6.37
4mpn,Train,6.62
4mq6,Train,6.47
4mqp,Train,4.98
4mr3,Train,5.94
4mr4,Train,5.94
4mr5,Train,6.6
4mr6,Train,6.6
4mrd,Train,3.37
4mre,Train,2.19
4mrg,Train,2.96
4mrw,Train,3.3
4mrz,Train,3.52
4ms0,Train,3.39
4msa,Train,3.3
4msc,Train,5.96
4mse,Train,6.16
4msl,Train,6.15
4msn,Train,4.03
4mss,Train,6.4
4mue,Train,6.7
4muf,Train,6.34
4mul,Train,6.21
4muv,Train,5.76
4my6,Train,5.62
4myd,Train,4.55
4mz5,Train,6.1
4mz6,Train,5.02
4mzf,Train,7.35
4mzh,Train,7.18
4n07,Train,6.46
4n1z,Train,9.14
4n3l,Train,7.0
4n3w,Train,3.5
4n4s,Train,6.88
4n5d,Train,3.22
4n5t,Train,8.15
4n6g,Train,5.47
4n6h,Train,9.28
4n6y,Train,7.04
4n6z,Train,7.8
4n70,Train,12.0
4n7g,Train,5.66
4n7h,Train,5.48
4n7j,Train,5.47
4n7m,Train,5.47
4n7u,Train,6.29
4n7y,Train,6.26
4n84,Train,6.29
4n8q,Train,3.42
4n98,Train,3.55
4n99,Train,3.67
4n9a,Train,4.19
4n9b,Train,5.28
4n9c,Train,3.9
4na7,Train,9.7
4na8,Train,8.82
4na9,Train,7.39
4nb3,Train,7.66
4nbk,Train,3.87
4nbl,Train,6.33
4nbn,Train,4.36
4ncm,Train,7.0
4ncn,Train,5.67
4nct,Train,7.55
4ndu,Train,2.74
4ng9,Train,7.12
4nga,Train,7.77
4ngm,Train,10.35
4ngn,Train,7.55
4ngp,Train,7.96
4ngq,Train,8.8
4ngr,Train,7.55
4ngs,Train,8.12
4ngt,Train,8.41
4nh7,Train,8.4
4nh8,Train,8.52
4nh9,Train,6.43
4nj3,Train,6.52
4nj9,Train,6.97
4nja,Train,6.22
4nk9,Train,8.51
4nka,Train,6.51
4nks,Train,7.17
4nkt,Train,5.97
4nku,Train,4.67
4nl1,Train,3.89
4nmo,Train,4.83
4nmp,Train,4.04
4nmq,Train,4.49
4nmr,Train,3.53
4nms,Train,4.94
4nmt,Train,4.85
4nmv,Train,4.95
4nmx,Train,6.18
4nni,Train,5.5
4nnr,Train,7.26
4non,Train,5.24
4np2,Train,2.26
4np3,Train,3.3
4np9,Train,5.03
4nq6,Train,4.28
4nra,Train,4.19
4nrk,Train,7.62
4nrl,Train,8.62
4ntj,Train,7.36
4nuc,Train,6.04
4nue,Train,6.82
4nvp,Train,7.57
4nw2,Train,4.54
4nwc,Train,5.76
4nwd,Train,5.4
4nxq,Train,4.74
4nxr,Train,4.34
4nxu,Train,5.54
4nxv,Train,5.42
4ny3,Train,4.31
4nyf,Train,7.31
4nyi,Train,3.06
4nyj,Train,3.49
4nyt,Train,2.39
4nze,Train,6.8
4nzo,Train,6.77
4o04,Train,6.16
4o05,Train,7.43
4o07,Train,7.38
4o09,Train,7.7
4o0a,Train,6.72
4o0b,Train,8.3
4o0r,Train,7.44
4o0t,Train,5.54
4o0v,Train,8.48
4o0x,Train,7.17
4o0y,Train,7.22
4o2a,Train,5.74
4o2b,Train,5.74
4o2c,Train,8.0
4o2p,Train,6.7
4o36,Train,6.36
4o37,Train,6.16
4o3a,Train,2.59
4o3b,Train,6.09
4o3c,Train,2.59
4o3f,Train,5.56
4o3t,Train,4.37
4o42,Train,4.66
4o44,Train,7.85
4o45,Train,4.15
4o4g,Train,8.05
4o4y,Train,7.81
4o61,Train,4.3
4o62,Train,5.0
4o6w,Train,8.52
4o97,Train,8.52
4o9v,Train,8.0
4o9w,Train,7.16
4oag,Train,6.3
4oak,Train,4.22
4oc0,Train,6.5
4oc1,Train,6.6
4oc2,Train,8.28
4oc3,Train,8.28
4oc4,Train,6.98
4oc5,Train,7.07
4ock,Train,5.08
4ocp,Train,6.1
4ocq,Train,4.61
4oct,Train,5.05
4ocv,Train,5.08
4ocz,Train,9.18
4od0,Train,9.04
4od7,Train,5.08
4odk,Train,3.8
4odl,Train,6.95
4odm,Train,6.07
4odn,Train,6.74
4odp,Train,4.77
4odq,Train,4.47
4oee,Train,5.76
4oef,Train,4.76
4oeg,Train,5.05
4oeu,Train,7.66
4oew,Train,6.82
4oex,Train,5.84
4ofl,Train,7.66
4og3,Train,6.55
4og4,Train,6.02
4ogi,Train,7.43
4ogj,Test,6.79
4oi6,Train,5.0
4oiv,Train,5.08
4oks,Train,4.48
4oma,Train,4.17
4omc,Train,10.78
4omd,Train,9.01
4omj,Train,5.26
4omk,Train,4.4
4ono,Train,5.19
4oo9,Train,9.07
4or0,Train,7.46
4or4,Train,4.57
4or6,Train,5.31
4oru,Train,3.68
4orx,Train,3.53
4ory,Train,3.53
4os1,Train,5.6
4os2,Train,6.7
4os4,Train,4.87
4os5,Train,4.63
4os6,Train,6.44
4os7,Train,4.62
4otw,Train,9.28
4ou3,Train,4.41
4ouj,Train,2.86
4ovf,Train,4.13
4ovg,Train,3.69
4ovh,Train,4.85
4owm,Test,2.96
4own,Train,4.22
4owo,Train,4.47
4owv,Train,4.35
4oyk,Train,6.74
4oys,Train,8.82
4oyt,Train,2.81
4oz1,Train,5.62
4ozj,Train,5.4
4ozl,Train,4.97
4ozn,Train,5.4
4ozo,Train,3.83
4p02,Train,6.4
4p0a,Train,4.52
4p0b,Train,6.54
4p3h,Train,6.0
4p4t,Train,4.39
4p58,Train,4.6
4p5d,Train,5.82
4p5e,Train,5.55
4p5z,Train,7.41
4p6c,Train,4.0
4p6w,Train,9.15
4p6x,Train,7.04
4p7s,Train,7.42
4pb1,Train,2.82
4pb2,Train,4.8
4pcs,Test,7.85
4pct,Train,7.15
4pd5,Train,2.86
4pd6,Train,4.44
4pd7,Train,3.92
4pd8,Train,6.03
4pda,Train,4.21
4pdk,Train,8.22
4pee,Train,8.32
4pf5,Train,5.48
4pft,Train,8.64
4pfu,Train,6.17
4pg3,Train,7.85
4pg9,Train,7.8
4pgb,Train,7.48
4pgc,Train,5.88
4pgd,Train,6.92
4pge,Train,7.77
4pgh,Train,4.89
4phu,Train,7.92
4pin,Train,5.4
4pio,Train,5.7
4pl6,Train,3.1
4pli,Train,3.16
4pmm,Train,7.57
4pms,Train,8.1
4pn1,Train,6.17
4pnu,Train,4.89
4pnw,Train,5.05
4po0,Train,6.92
4po7,Train,7.07
4poh,Train,8.0
4poj,Train,8.1
4pop,Train,8.13
4pov,Train,8.28
4pow,Train,6.3
4pox,Train,5.43
4pp0,Train,4.4
4pp3,Train,7.82
4pp5,Train,7.74
4pp9,Train,7.37
4ppa,Train,9.1
4ppb,Train,10.0
4ppc,Train,9.03
4pqa,Train,5.55
4pqn,Train,9.15
4pr5,Train,5.66
4pra,Train,5.66
4prb,Train,3.88
4prd,Train,4.6
4pre,Train,3.74
4prg,Train,7.15
4prh,Train,4.6
4pri,Train,4.03
4prj,Train,7.14
4prn,Train,5.66
4prp,Train,5.66
4ps3,Train,8.7
4ps7,Train,7.41
4ps8,Train,9.0
4psb,Train,4.64
4psh,Train,8.89
4psx,Train,6.47
4puj,Train,7.46
4puk,Train,7.28
4pul,Train,6.84
4pum,Train,6.73
4pv5,Train,6.54
4pvv,Train,6.48
4pvx,Train,6.76
4pvy,Train,6.71
4pxf,Train,3.1
4pxm,Train,8.89
4pyx,Train,6.14
4pyy,Train,7.23
4pz5,Train,6.92
4pzv,Train,5.7
4q06,Train,7.66
4q07,Train,8.14
4q08,Train,6.3
4q09,Train,8.17
4q0a,Train,6.48
4q0k,Train,4.87
4q0l,Train,7.7
4q18,Train,6.13
4q19,Train,8.05
4q1a,Train,9.3
4q1b,Train,8.72
4q1c,Train,8.7
4q1d,Train,7.78
4q1e,Train,8.17
4q1f,Train,8.04
4q1w,Train,11.7
4q1x,Train,11.15
4q1y,Train,10.35
4q3t,Train,6.48
4q3u,Train,6.44
4q46,Train,3.77
4q4o,Train,7.46
4q4p,Train,6.39
4q4q,Train,5.79
4q4r,Train,6.43
4q4s,Train,6.95
4q6d,Train,7.36
4q6e,Train,6.18
4q6f,Train,5.6
4q7p,Train,4.32
4q7s,Train,4.42
4q7v,Train,3.59
4q7w,Train,2.64
4q81,Train,3.02
4q83,Train,4.19
4q87,Train,4.85
4q8x,Train,3.57
4q8y,Train,2.64
4q90,Train,2.15
4q93,Train,4.65
4q99,Train,6.28
4q9m,Train,7.18
4q9o,Train,5.77
4q9y,Train,5.68
4qaa,Train,6.44
4qab,Train,9.7
4qac,Test,9.4
4qb3,Train,5.47
4qbm,Train,4.58
4qc1,Train,4.99
4qd6,Test,8.64
4qdk,Train,5.85
4qem,Train,7.8
4qer,Train,7.54
4qev,Train,7.66
4qew,Train,7.07
4qf7,Train,8.6
4qf8,Train,7.51
4qf9,Train,4.43
4qfl,Train,5.11
4qfn,Train,4.12
4qfo,Train,4.27
4qfp,Train,4.23
4qgd,Train,7.43
4qge,Train,9.3
4qgi,Train,3.9
4qh7,Train,5.94
4qh8,Train,4.89
4qhc,Train,6.7
4qhp,Train,8.05
4qht,Train,4.94
4qij,Train,5.54
4qip,Train,5.15
4qir,Train,6.95
4qiy,Train,7.3
4qiz,Train,8.15
4qj0,Train,7.32
4qjm,Train,8.17
4qjo,Train,7.4
4qjp,Train,8.6
4qjr,Train,7.1
4qjw,Train,7.8
4qjx,Train,7.28
4qk4,Train,6.6
4qkd,Train,4.09
4ql1,Train,7.03
4qlk,Train,3.24
4qll,Train,3.38
4qme,Train,6.52
4qn9,Train,4.41
4qnb,Train,6.59
4qnu,Train,6.4
4qok,Train,5.19
4qp1,Train,3.61
4qp2,Train,3.03
4qpd,Train,7.82
4qpl,Train,7.41
4qq4,Train,5.74
4qqi,Train,5.52
4qrh,Train,5.15
4qsh,Train,5.1
4qsu,Train,2.0
4qsv,Train,2.0
4qtl,Train,6.92
4qtn,Train,6.85
4quo,Train,7.92
4qxo,Train,5.51
4qxq,Train,5.7
4qxr,Train,6.0
4qxt,Train,7.8
4qy3,Train,6.82
4qy8,Train,7.19
4qyo,Train,8.22
4qyy,Train,7.3
4qzs,Train,7.05
4r06,Train,6.29
4r07,Train,5.32
4r0a,Train,4.26
4r0i,Train,6.52
4r1e,Train,7.28
4r3c,Train,7.0
4r3s,Train,8.22
4r3w,Train,3.0
4r4c,Train,5.54
4r4i,Train,6.27
4r4o,Train,5.82
4r4q,Train,5.09
4r4t,Train,6.26
4r59,Train,7.96
4r5a,Train,8.7
4r5b,Train,6.73
4r5t,Train,6.1
4r5v,Train,6.15
4r5x,Train,5.26
4r6t,Train,7.52
4r6w,Train,5.27
4r6x,Train,5.27
4r73,Train,7.64
4r74,Train,8.1
4r75,Train,7.24
4r76,Train,7.85
4r7m,Train,7.96
4r8y,Train,6.19
4r91,Train,6.37
4r92,Train,7.41
4r93,Train,7.8
4r95,Train,7.85
4ra1,Train,5.94
4rab,Train,7.4
4rac,Train,7.52
4rad,Train,7.1
4rak,Train,7.85
4ran,Train,7.15
4rao,Train,6.0
4raq,Train,6.72
4rcg,Train,5.03
4rd0,Train,6.62
4rd3,Train,6.47
4rd6,Train,6.28
4rdn,Train,5.92
4re2,Train,4.98
4re3,Train,8.57
4re4,Train,6.87
4rfc,Train,8.24
4rfd,Train,8.05
4rfm,Test,10.05
4rfr,Train,6.54
4rgd,Train,3.94
4rh5,Train,6.9
4rhu,Train,6.16
4rhx,Train,5.8
4rhy,Train,5.95
4ris,Train,6.05
4riu,Train,7.3
4riv,Train,7.0
4rj4,Train,7.8
4rj7,Train,7.66
4rj8,Train,7.77
4rkx,Train,5.1
4rlt,Train,4.96
4rlu,Train,4.82
4rlw,Train,4.87
4rme,Train,5.92
4rn4,Train,6.94
4rn6,Train,5.1
4rpn,Train,6.96
4rpo,Train,7.64
4rqi,Train,4.91
4rqk,Train,5.82
4rqv,Train,5.05
4rqz,Train,5.4
4rr6,Train,6.0
4rra,Train,4.87
4rrf,Train,3.62
4rrg,Train,2.81
4rrq,Train,5.47
4rrr,Train,4.44
4rrv,Train,7.4
4rsk,Train,4.32
4rt0,Train,5.5
4rt1,Train,6.14
4rux,Train,7.92
4ruy,Train,7.89
4ruz,Train,7.64
4rvr,Train,6.87
4rwj,Train,8.7
4rwk,Train,7.19
4rwl,Train,8.1
4rww,Train,5.85
4rxh,Train,5.91
4rxz,Train,6.74
4ryd,Train,11.26
4ryl,Train,7.28
4s1g,Train,9.22
4sga,Train,7.3
4std,Train,10.33
4tim,Train,2.16
4tjz,Train,5.97
4tk1,Train,3.72
4tk3,Train,5.1
4tkb,Train,5.59
4tkh,Train,5.74
4tkj,Train,6.04
4tkn,Train,5.89
4tky,Train,5.7
4tln,Train,3.72
4tmk,Train,7.7
4tmn,Test,10.17
4tmp,Train,5.43
4tpk,Train,8.57
4tpw,Train,4.69
4tq3,Train,5.49
4tqn,Train,6.11
4trc,Train,4.52
4ts1,Train,4.94
4tsx,Train,4.99
4tsz,Train,7.0
4tt2,Train,4.66
4tte,Train,3.69
4tu4,Train,3.76
4tun,Train,5.41
4tv3,Train,8.72
4tw6,Train,4.21
4tw7,Train,7.59
4tw8,Train,5.58
4twp,Test,10.0
4twt,Train,8.0
4txc,Train,6.62
4txs,Train,3.0
4ty1,Train,9.26
4ty6,Train,7.52
4ty7,Test,9.52
4ty8,Train,2.03
4ty9,Train,2.05
4tya,Train,2.39
4tyl,Train,3.22
4tyo,Train,7.1
4tz2,Train,3.46
4tz8,Train,3.3
4tzm,Train,6.7
4tzq,Train,6.52
4u0a,Train,4.3
4u0b,Train,4.3
4u0c,Train,4.31
4u0d,Train,4.31
4u0e,Train,6.92
4u0f,Train,5.92
4u0s,Train,6.8
4u0u,Train,5.82
4u0w,Train,3.0
4u1b,Train,5.31
4u2w,Train,6.0
4u43,Train,4.32
4u4s,Test,2.92
4u4x,Train,5.01
4u54,Train,2.06
4u5l,Train,2.4
4u5n,Train,2.48
4u5o,Train,2.42
4u5s,Train,2.41
4u5u,Train,2.89
4u5v,Train,3.05
4u68,Train,4.31
4u69,Train,4.26
4u6c,Train,5.0
4u6w,Train,4.21
4u6z,Train,5.41
4u70,Train,5.02
4u71,Train,5.22
4u73,Train,5.18
4u7o,Train,3.35
4u7q,Train,9.74
4u7t,Train,5.67
4u7v,Train,5.49
4u8w,Train,11.24
4u90,Train,6.54
4u91,Train,6.83
4ua8,Train,6.26
4uac,Train,6.54
4ual,Train,8.4
4uc5,Train,5.48
4ucc,Train,4.32
4ucd,Train,4.0
4uce,Train,3.17
4ud7,Train,8.13
4ue1,Train,8.0
4ufd,Train,9.68
4ufe,Train,8.15
4uff,Train,7.96
4ufg,Train,8.15
4ufh,Train,6.42
4ufi,Train,6.2
4ufj,Train,4.28
4ufk,Train,3.89
4ufl,Train,2.64
4ufm,Train,3.72
4uil,Train,7.24
4uin,Train,7.62
4uj1,Train,6.52
4uj2,Train,7.1
4uj9,Train,8.7
4uja,Train,9.05
4ujb,Train,8.0
4um1,Train,5.77
4um3,Train,7.54
4um9,Train,8.07
4uma,Train,5.41
4umb,Train,4.0
4umc,Train,3.44
4umn,Train,7.2
4und,Train,8.96
4unp,Train,3.23
4uof,Train,4.84
4uoh,Train,4.77
4up5,Train,2.6
4uru,Train,2.22
4urv,Train,2.77
4urw,Train,2.8
4urx,Train,2.89
4ury,Train,2.22
4urz,Train,2.52
4us3,Train,5.32
4us4,Train,5.32
4usi,Train,4.41
4usw,Train,2.69
4utn,Train,6.15
4utr,Train,6.15
4utv,Train,5.09
4uu5,Train,5.04
4uu7,Train,6.08
4uu8,Train,6.54
4uua,Train,5.24
4uub,Train,4.76
4uwl,Train,8.57
4ux9,Train,5.1
4uxq,Train,7.8
4uye,Train,8.02
4uyf,Train,7.6
4uyg,Train,7.6
4v01,Train,8.11
4v04,Train,8.11
4v05,Train,9.7
4v11,Train,6.49
4v1c,Train,4.6
4v24,Train,8.37
4v27,Train,6.66
4w4z,Train,7.52
4w50,Train,5.85
4w52,Train,3.76
4w53,Train,3.99
4w54,Train,4.17
4w55,Train,4.74
4w57,Train,4.85
4w5a,Train,3.77
4w5j,Train,7.24
4w97,Train,7.1
4w9c,Test,4.65
4w9d,Train,4.99
4w9e,Train,5.15
4w9f,Train,5.49
4w9g,Train,5.26
4w9h,Test,6.73
4w9i,Test,5.96
4w9j,Train,6.23
4w9k,Train,6.54
4w9l,Test,5.02
4w9o,Train,7.77
4w9p,Train,7.8
4w9w,Train,7.48
4w9x,Train,7.4
4wa9,Train,8.42
4wcf,Train,4.28
4wci,Train,5.05
4wef,Train,2.59
4wet,Train,3.35
4wey,Train,3.5
4wf2,Train,8.1
4wf4,Train,3.11
4whq,Train,4.12
4whr,Train,4.12
4whs,Train,4.12
4wht,Train,8.1
4why,Train,8.1
4wiv,Test,6.26
4wj7,Train,4.89
4wk1,Train,5.89
4wk2,Train,6.94
4wkb,Train,11.57
4wke,Train,8.1
4wkn,Train,9.72
4wko,Train,9.47
4wkp,Train,9.55
4wmu,Train,6.74
4wmv,Train,4.03
4wmx,Train,4.85
4wmy,Train,7.07
4wn5,Train,7.41
4wop,Train,4.76
4wov,Train,7.14
4wph,Train,5.8
4wr7,Train,11.7
4wr8,Train,6.23
4wrb,Train,6.19
4wri,Train,9.01
4wrq,Train,5.34
4wt2,Train,10.42
4wup,Train,9.82
4wv6,Train,4.98
4wvl,Train,6.88
4ww6,Train,10.21
4ww8,Train,10.17
4wxi,Train,8.08
4wy7,Train,6.78
4wym,Train,4.0
4wyp,Train,3.36
4wyz,Train,4.3
4wz6,Train,5.6
4x0z,Train,3.15
4x11,Train,2.22
4x13,Train,3.3
4x14,Train,2.92
4x1f,Train,7.97
4x1n,Train,6.42
4x1p,Train,4.2
4x1q,Train,5.3
4x1r,Train,6.4
4x1s,Train,6.87
4x21,Train,7.44
4x24,Train,9.78
4x34,Train,6.12
4x3e,Train,5.47
4x3h,Train,4.23
4x3i,Train,3.17
4x3k,Train,4.56
4x3r,Train,11.07
4x3s,Train,5.89
4x3t,Train,4.54
4x48,Train,6.77
4x50,Train,7.75
4x5p,Train,8.21
4x5q,Train,9.0
4x5r,Train,7.85
4x5y,Train,8.03
4x5z,Train,7.63
4x6h,Train,7.66
4x6i,Train,8.0
4x6m,Train,8.24
4x6n,Train,8.82
4x6o,Train,8.72
4x6p,Test,8.3
4x6s,Train,5.24
4x8n,Train,6.62
4x8o,Train,6.6
4x8p,Train,5.48
4x8t,Train,2.05
4x8u,Train,2.46
4x8v,Train,6.89
4xaq,Train,7.14
4xar,Train,6.97
4xas,Train,6.59
4xbo,Train,4.59
4xc2,Train,5.37
4xcb,Train,5.47
4xe1,Train,7.11
4xek,Train,5.66
4xgz,Train,7.62
4xh2,Train,8.22
4xhv,Train,4.3
4xii,Train,6.6
4xip,Train,6.63
4xiq,Train,7.07
4xir,Train,6.94
4xit,Train,7.27
4xj0,Train,9.52
4xk9,Train,9.07
4xkb,Train,6.1
4xmb,Train,7.36
4xmr,Train,4.07
4xnv,Train,6.79
4xnw,Train,7.74
4xo8,Train,8.96
4xoc,Train,8.52
4xoe,Train,5.0
4xqa,Train,4.99
4xqb,Train,3.79
4xrq,Train,6.63
4xt2,Train,7.15
4xtm,Train,4.57
4xtp,Train,4.26
4xtt,Train,7.37
4xtv,Train,9.27
4xtw,Train,9.03
4xtx,Train,10.57
4xty,Train,9.21
4xtz,Train,9.82
4xu0,Train,9.11
4xu1,Train,9.49
4xu2,Train,9.23
4xu3,Train,9.5
4xx3,Train,7.25
4xx4,Train,7.36
4xx9,Train,5.08
4xxh,Train,5.0
4xy8,Train,6.4
4xy9,Train,5.33
4xya,Train,5.86
4xyn,Train,5.89
4y0a,Train,2.31
4y16,Train,7.43
4y24,Train,6.66
4y2q,Train,2.92
4y38,Train,2.4
4y3b,Train,4.87
4y3j,Train,2.17
4y3y,Train,2.35
4y4j,Train,2.47
4y4v,Train,3.65
4y59,Train,5.24
4y5d,Train,5.92
4y63,Train,3.58
4y64,Train,3.1
4y79,Train,7.96
4y7r,Train,5.03
4y8d,Train,8.05
4y8x,Train,8.43
4y8y,Train,9.15
4y8z,Train,10.4
4y94,Train,6.62
4yb5,Train,4.71
4yb6,Train,5.32
4yb7,Train,3.8
4ybj,Train,9.28
4ybk,Train,7.82
4yc0,Train,4.13
4yc8,Train,7.85
4yc9,Train,8.89
4ycu,Train,5.48
4ycw,Train,5.68
4ydf,Train,5.1
4ydn,Train,8.64
4ye3,Train,8.37
4yee,Train,6.49
4yef,Train,5.35
4yes,Train,8.02
4ygf,Train,7.68
4yha,Train,6.65
4yhm,Train,9.76
4yho,Train,10.74
4yhp,Train,8.7
4yhq,Train,8.77
4yhz,Train,7.96
4yih,Train,4.66
4yik,Train,6.89
4yje,Train,4.84
4yjl,Train,5.96
4yk0,Train,3.74
4yk6,Train,5.7
4ykj,Train,4.43
4ykk,Train,2.77
4ym2,Train,2.85
4ymb,Train,6.21
4ymg,Train,4.68
4ymh,Train,6.46
4yml,Train,8.35
4ymq,Train,5.8
4ymx,Train,7.1
4ynb,Train,10.37
4ynl,Train,4.62
4yo8,Train,10.52
4yoz,Train,6.8
4yp1,Train,5.04
4yrd,Train,4.57
4ysi,Train,5.7
4ysl,Train,5.8
4yt6,Train,7.96
4yt7,Train,8.77
4ytc,Train,7.89
4ytf,Train,8.15
4yth,Train,8.7
4yti,Train,7.89
4yur,Train,9.8
4yv5,Train,6.22
4yw2,Train,2.8
4yw6,Train,7.08
4yw7,Train,6.89
4ywa,Train,7.55
4yx4,Train,5.97
4yxi,Train,6.5
4yxo,Train,7.04
4yxu,Train,7.24
4yy6,Train,4.22
4yyi,Train,4.19
4yym,Train,3.62
4yyn,Train,3.96
4yyt,Train,6.38
4yz5,Train,2.83
4yzu,Train,5.05
4z0d,Train,5.3
4z0e,Train,5.3
4z0f,Train,5.77
4z0k,Train,6.34
4z0q,Train,8.17
4z0u,Train,5.7
4z1e,Train,8.24
4z1j,Train,8.11
4z1k,Train,8.33
4z1n,Train,8.23
4z2b,Train,7.76
4z2o,Train,4.51
4z2p,Train,4.6
4z5w,Train,5.81
4z68,Train,6.49
4z6h,Train,6.21
4z6i,Train,6.31
4z7n,Train,5.04
4z7o,Train,5.04
4z7q,Train,4.29
4z83,Train,7.4
4z84,Train,5.82
4z88,Train,5.39
4z89,Train,4.69
4z8a,Train,4.76
4z8m,Train,7.44
4z93,Train,7.35
4zae,Train,8.44
4zam,Train,7.96
4zb6,Train,6.28
4zb8,Train,6.03
4zba,Train,5.51
4zbf,Train,7.13
4zbi,Train,6.51
4zcs,Train,4.33
4zdu,Train,5.77
4ze6,Train,2.48
4zeb,Train,6.52
4zec,Train,5.82
4zed,Train,5.12
4zei,Train,5.88
4zek,Train,5.66
4zfi,Train,6.3
4zgk,Train,5.51
4zhl,Train,6.47
4zhm,Train,8.05
4zij,Train,3.25
4zip,Train,9.68
4zj4,Train,8.1
4zj6,Train,8.52
4zj8,Train,9.26
4zjc,Train,8.96
4zji,Train,6.47
4zjj,Train,8.0
4zl4,Train,7.86
4zls,Train,9.09
4zme,Train,4.3
4zmf,Train,3.96
4znx,Train,6.62
4zo5,Train,9.82
4zow,Train,4.12
4zph,Train,7.51
4zqt,Train,5.64
4zs9,Train,4.57
4zsh,Train,7.05
4zt8,Train,4.39
4zud,Train,8.16
4zv1,Train,5.24
4zv2,Train,2.93
4zvi,Train,6.33
4zw3,Train,7.57
4zw5,Train,4.43
4zw6,Train,5.72
4zw7,Train,4.72
4zw8,Train,5.96
4zwx,Train,8.7
4zwy,Train,8.7
4zwz,Train,8.7
4zx0,Train,8.0
4zx1,Train,6.14
4zx3,Train,7.19
4zx4,Train,7.11
4zx5,Train,6.19
4zx6,Train,5.27
4zx8,Train,7.1
4zx9,Train,7.39
4zxx,Train,8.1
4zxy,Train,6.4
4zy0,Train,8.04
4zy1,Train,8.14
4zy2,Train,7.22
4zy4,Train,7.66
4zy5,Train,7.59
4zy6,Train,8.3
4zyf,Train,8.64
4zyq,Train,8.01
4zyt,Train,7.77
4zyu,Train,5.97
4zyx,Train,8.15
4zyy,Train,8.05
4zyz,Train,7.17
4zz0,Train,7.0
4zz1,Train,7.89
4zz2,Train,8.04
4zz3,Train,6.0
4zzd,Train,6.6
4zzx,Train,6.9
4zzy,Train,5.6
4zzz,Train,7.06
5a0e,Train,6.53
5a14,Train,7.3
5a2i,Train,5.06
5a2j,Train,5.85
5a2k,Train,6.35
5a2s,Train,7.7
5a3o,Train,4.73
5a46,Train,7.66
5a4c,Train,8.24
5a5q,Train,4.68
5a5v,Train,7.48
5a69,Train,8.96
5a6a,Train,7.22
5a6b,Train,8.1
5a6h,Train,7.06
5a6i,Train,7.25
5a6k,Train,5.95
5a6x,Train,6.69
5a7b,Test,3.57
5a7y,Train,4.48
5a81,Train,5.54
5a9u,Train,10.1
5aa8,Train,8.07
5aa9,Train,8.19
5aaa,Train,9.42
5aab,Train,9.06
5aac,Train,8.89
5aan,Train,4.15
5ab9,Train,6.33
5aba,Test,2.98
5abe,Train,3.05
5abf,Train,4.85
5abg,Train,8.05
5abh,Train,8.77
5abp,Train,6.64
5acw,Train,3.84
5acx,Train,5.05
5acy,Train,8.19
